,entity,tag
1865,detect,0
1866,<NULL>.,0
1867,,0
1868,If,0
1869,the,0
1870,verifiers,0
1871,do,0
1872,not,0
1873,"match,",0
1874,the,0
1875,request,0
1876,is,0
1877,rejected,0
1878,with,0
1879,the,0
1880,status,0
1881,NFS4ERR_EXIST,0
1882,Once,0
1883,the,0
1884,client,0
1885,has,0
1886,performed,0
1887,a,0
1888,successful,0
1889,exclusive,0
1890,"create,",0
1891,it,0
1892,must,0
1893,issue,0
1894,a,0
1895,SETATTR,0
1896,to,0
1897,set,0
1898,the,0
1899,correct,0
1900,object,0
1901,attributes,0
1902,<NULL>.,0
1903,,0
1904,Until,0
1905,it,0
1906,does,0
1907,"so,",0
1908,it,0
1909,should,0
1910,not,0
1911,rely,0
1912,upon,0
1913,any,0
1914,of,0
1915,the,0
1916,object,0
1917,"attributes,",0
1918,since,0
1919,the,0
1920,server,0
1921,implementation,0
1922,may,0
1923,need,0
1924,to,0
1925,overload,0
1926,object,0
1927,metadata,0
1928,to,0
1929,store,0
1930,the,0
1931,verifier,0
1932,<NULL>.,0
1933,,0
1934,The,0
1935,subsequent,0
1936,SETATTR,0
1937,must,0
1938,not,0
1939,occur,0
1940,in,0
1941,the,0
1942,same,0
1943,COMPOUND,0
1944,request,0
1945,as,0
1946,the,0
1947,OPEN,0
1948,<NULL>.,0
1949,,0
1950,This,0
1951,separation,0
1952,will,0
1953,guarantee,0
1954,that,0
1955,the,0
1956,exclusive,0
1957,create,0
1958,mechanism,0
1959,will,0
1960,continue,0
1961,to,0
1962,function,0
1963,properly,0
1964,in,0
1965,the,0
1966,face,0
1967,of,0
1968,retransmission,0
1969,of,0
1970,the,0
1971,request,0
1972,Use,0
1973,of,0
1974,the,0
1975,GUARDED4,0
1976,attribute,0
1977,does,0
1978,not,0
1979,provide,0
1980,"""exactly-once""",0
1981,semantics,0
1982,<NULL>.,0
1983,,0
1984,In,0
1985,"particular,",0
1986,if,0
1987,a,0
1988,reply,0
1989,is,0
1990,lost,0
1991,and,0
1992,the,0
1993,server,0
1994,does,0
1995,not,0
1996,detect,0
1997,the,0
1998,retransmission,0
1999,of,0
2000,the,0
2001,"request,",0
2002,the,0
2003,operation,0
2004,can,0
2005,fail,0
2006,with,0
2007,"NFS4ERR_EXIST,",0
2008,even,0
2009,though,0
2010,the,0
2011,create,0
2012,was,0
2013,performed,0
2014,successfully,0
2015,<NULL>.,0
2016,The,0
2017,client,0
2018,would,0
2019,use,0
2020,this,0
2021,behavior,0
2022,in,0
2023,the,0
2024,case,0
2025,that,0
2026,the,0
2027,application,0
2028,has,0
2029,not,0
2030,requested,0
2031,an,0
2032,exclusive,0
2033,create,0
2034,but,0
2035,has,0
2036,asked,0
2037,to,0
2038,have,0
2039,the,0
2040,file,0
2041,truncated,0
2042,when,0
2043,the,0
2044,file,0
2045,is,0
2046,opened,0
2047,<NULL>.,0
2048,,0
2049,In,0
2050,the,0
2051,case,0
2052,of,0
2053,the,0
2054,client,0
2055,timing,0
2056,out,0
2057,and,0
2058,retransmitting,0
2059,the,0
2060,create,0
2061,"request,",0
2062,the,0
2063,client,0
2064,can,0
2065,use,0
2066,GUARDED4,0
2067,to,0
2068,prevent,0
2069,a,0
2070,sequence,0
2071,such,0
2072,as,0
2073,"create,",0
2074,"write,",0
2075,create,0
2076,(retransmitted),0
2077,from,0
2078,occurring,0
2079,For,0
2080,share,0
2081,reservations,0
2082,(see,0
2083,Section,0
2084,"9.9),",0
2085,the,0
2086,client,0
2087,must,0
2088,specify,0
2089,a,0
2090,value,0
2091,for,0
2092,share_access,0
2093,that,0
2094,is,0
2095,one,0
2096,of,0
2097,"OPEN4_SHARE_ACCESS_READ,",0
2098,"OPEN4_SHARE_ACCESS_WRITE,",0
2099,or,0
2100,OPEN4_SHARE_ACCESS_BOTH,0
2101,<NULL>.,0
2102,,0
2103,For,0
2104,"share_deny,",0
2105,the,0
2106,client,0
2107,must,0
2108,specify,0
2109,one,0
2110,of,0
2111,"OPEN4_SHARE_DENY_NONE,",0
2112,"OPEN4_SHARE_DENY_READ,",0
2113,"OPEN4_SHARE_DENY_WRITE,",0
2114,or,0
2115,OPEN4_SHARE_DENY_BOTH,0
2116,<NULL>.,0
2117,,0
2118,If,0
2119,the,0
2120,client,0
2121,fails,0
2122,to,0
2123,do,0
2124,"this,",0
2125,the,0
2126,server,0
2127,must,0
2128,return,0
2129,NFS4ERR_INVAL,0
2130,Based,0
2131,on,0
2132,the,0
2133,share_access,0
2134,value,0
2135,"(OPEN4_SHARE_ACCESS_READ,",0
2136,"OPEN4_SHARE_ACCESS_WRITE,",0
2137,or,0
2138,"OPEN4_SHARE_ACCESS_BOTH),",0
2139,the,0
2140,client,0
2141,should,0
2142,check,0
2143,that,0
2144,the,0
2145,requester,0
2146,has,0
2147,the,0
2148,proper,0
2149,access,0
2150,rights,0
2151,to,0
2152,perform,0
2153,the,0
2154,specified,0
2155,operation,0
2156,<NULL>.,0
2157,,0
2158,This,0
2159,would,0
2160,generally,0
2161,be,0
2162,the,0
2163,results,0
2164,of,0
2165,applying,0
2166,the,0
2167,ACL,0
2168,access,0
2169,rules,0
2170,to,0
2171,the,0
2172,file,0
2173,for,0
2174,the,0
2175,current,0
2176,requester,0
2177,<NULL>.,0
2178,,0
2179,"However,",0
2180,just,0
2181,as,0
2182,with,0
2183,the,0
2184,ACCESS,0
2185,"operation,",0
2186,the,0
2187,client,0
2188,should,0
2189,not,0
2190,attempt,0
2191,to,0
2192,second-guess,0
2193,the,0
2194,server's,0
2195,"decisions,",0
2196,as,0
2197,access,0
2198,rights,0
2199,may,0
2200,change,0
2201,and,0
2202,may,0
2203,be,0
2204,subject,0
2205,to,0
2206,server,0
2207,administrative,0
2208,controls,0
2209,outside,0
2210,the,0
2211,ACL,0
2212,framework,0
2213,<NULL>.,0
2214,,0
2215,If,0
2216,the,0
2217,requester,0
2218,is,0
2219,not,0
2220,authorized,0
2221,to,0
2222,READ,0
2223,or,0
2224,WRITE,0
2225,(depending,0
2226,on,0
2227,the,0
2228,share_access,0
2229,"value),",0
2230,the,0
2231,server,0
2232,must,0
2233,return,0
2234,NFS4ERR_ACCESS,0
2235,<NULL>.,0
2236,,0
2237,Note,0
2238,that,0
2239,since,0
2240,the,0
2241,NFSv4,0
2242,protocol,0
2243,does,0
2244,not,0
2245,impose,0
2246,any,0
2247,requirement,0
2248,that,0
2249,READs,0
2250,and,0
2251,WRITEs,0
2252,issued,0
2253,for,0
2254,an,0
2255,open,0
2256,file,0
2257,have,0
2258,the,0
2259,same,0
2260,credentials,0
2261,as,0
2262,the,0
2263,OPEN,0
2264,"itself,",0
2265,the,0
2266,server,0
2267,still,0
2268,must,0
2269,do,0
2270,appropriate,0
2271,access,0
2272,checking,0
2273,on,0
2274,the,0
2275,READs,0
2276,and,0
2277,WRITEs,0
2278,themselves,0
2279,If,0
2280,the,0
2281,component,0
2282,provided,0
2283,to,0
2284,OPEN,0
2285,resolves,0
2286,to,0
2287,something,0
2288,other,0
2289,than,0
2290,a,0
2291,regular,0
2292,file,0
2293,(or,0
2294,a,0
2295,named,0
2296,"attribute),",0
2297,an,0
2298,error,0
2299,will,0
2300,be,0
2301,returned,0
2302,to,0
2303,the,0
2304,client,0
2305,<NULL>.,0
2306,,0
2307,If,0
2308,it,0
2309,is,0
2310,a,0
2311,"directory,",0
2312,NFS4ERR_ISDIR,0
2313,is,0
2314,returned;,0
2315,"otherwise,",0
2316,NFS4ERR_SYMLINK,0
2317,is,0
2318,returned,0
2319,<NULL>.,0
2320,,0
2321,Note,0
2322,that,0
2323,NFS4ERR_SYMLINK,0
2324,is,0
2325,returned,0
2326,for,0
2327,both,0
2328,symlinks,0
2329,and,0
2330,for,0
2331,special,0
2332,files,0
2333,of,0
2334,other,0
2335,types;,0
2336,NFS4ERR_INVAL,0
2337,would,0
2338,be,0
2339,"inappropriate,",0
2340,since,0
2341,the,0
2342,arguments,0
2343,provided,0
2344,by,0
2345,the,0
2346,client,0
2347,were,0
2348,"correct,",0
2349,and,0
2350,the,0
2351,client,0
2352,cannot,0
2353,necessarily,0
2354,know,0
2355,at,0
2356,the,0
2357,time,0
2358,it,0
2359,sent,0
2360,the,0
2361,OPEN,0
2362,that,0
2363,the,0
2364,component,0
2365,would,0
2366,resolve,0
2367,to,0
2368,a,0
2369,non-regular,0
2370,file,0
2371,If,0
2372,the,0
2373,current,0
2374,filehandle,0
2375,is,0
2376,not,0
2377,a,0
2378,"directory,",0
2379,the,0
2380,error,0
2381,NFS4ERR_NOTDIR,0
2382,will,0
2383,be,0
2384,returned,0
2385,If,0
2386,a,0
2387,COMPOUND,0
2388,contains,0
2389,an,0
2390,OPEN,0
2391,that,0
2392,establishes,0
2393,an,0
2394,OPEN_DELEGATE_WRITE,0
2395,"delegation,",0
2396,then,0
2397,subsequent,0
2398,GETATTRs,0
2399,normally,0
2400,result,0
2401,in,0
2402,a,0
2403,CB_GETATTR,0
2404,being,0
2405,sent,0
2406,to,0
2407,the,0
2408,client,0
2409,holding,0
2410,the,0
2411,delegation,0
2412,<NULL>.,0
2413,,0
2414,"However,",0
2415,in,0
2416,the,0
2417,case,0
2418,in,0
2419,which,0
2420,the,0
2421,OPEN,0
2422,and,0
2423,GETATTR,0
2424,are,0
2425,part,0
2426,of,0
2427,the,0
2428,same,0
2429,"COMPOUND,",0
2430,the,0
2431,server,0
2432,SHOULD,0
2433,understand,0
2434,that,0
2435,the,0
2436,operations,0
2437,are,0
2438,for,0
2439,the,0
2440,same,0
2441,client,0
2442,ID,0
2443,and,0
2444,avoid,0
2445,querying,0
2446,the,0
2447,"client,",0
2448,which,0
2449,will,0
2450,not,0
2451,be,0
2452,able,0
2453,to,0
2454,respond,0
2455,<NULL>.,0
2456,,0
2457,This,0
2458,sequence,0
2459,of,0
2460,OPEN,0
2461,and,0
2462,GETATTR,0
2463,SHOULD,0
2464,be,0
2465,understood,0
2466,to,0
2467,be,0
2468,the,0
2469,retrieval,0
2470,of,0
2471,the,0
2472,size,0
2473,and,0
2474,change,0
2475,attributes,0
2476,at,0
2477,the,0
2478,time,0
2479,of,0
2480,OPEN,0
2481,<NULL>.,0
2482,,0
2483,"Further,",0
2484,as,0
2485,explained,0
2486,in,0
2487,Section,0
2488,"15.2.5,",0
2489,the,0
2490,client,0
2491,should,0
2492,not,0
2493,construct,0
2494,a,0
2495,COMPOUND,0
2496,that,0
2497,mixes,0
2498,operations,0
2499,for,0
2500,different,0
2501,client,0
2502,IDs,0
2503,16.10.4.,0
2504,,0
2505,The,0
2506,LOCK,0
2507,operation,0
2508,requests,0
2509,a,0
2510,byte-range,0
2511,lock,0
2512,for,0
2513,the,0
2514,byte,0
2515,range,0
2516,specified,0
2517,by,0
2518,the,0
2519,offset,Variable
2520,and,0
2521,length,Variable
2522,parameters,0
2523,<NULL>.,0
2524,,0
2525,The,0
2526,lock type,Variable
2527,is,0
2528,also,0
2529,specified,0
2530,to,0
2531,be,0
2532,one,0
2533,of,0
2534,the,0
2535,nfs_lock_type4s,0
2536,<NULL>.,0
2537,,0
2538,If,0
2539,this,0
2540,is,0
2541,a,0
2542,reclaim,Variable
2543,request,Variable
2544,,0
2545,the,0
2546,reclaim,Variable
2547,parameter,0
2548,will,0
2549,be,0
2550,TRUE,Value
2551,Bytes,0
2552,in,0
2553,a,0
2554,file,0
2555,may,0
2556,be,0
2557,locked,0
2558,even,0
2559,if,0
2560,those,0
2561,bytes,0
2562,are,0
2563,not,0
2564,currently,0
2565,allocated,0
2566,to,0
2567,the,0
2568,file,0
2569,<NULL>.,0
2570,,0
2571,To,0
2572,lock,0
2573,the,0
2574,file,0
2575,from,0
2576,a,0
2577,specific,0
2578,offset,Variable
2579,through,0
2580,the,0
2581,end-of-file,Variable
2582,(no,0
2583,matter,0
2584,how,0
2585,long,0
2586,the,0
2587,file,0
2588,actually,0
2589,"is),",0
2590,use,0
2591,a,0
2592,length,Variable
2593,field,0
2594,with,0
2595,all,0
2596,bits,0
2597,set,0
2598,to,0
2599,1,Value
2600,(one),0
2601,<NULL>.,0
2602,,0
2603,If,0
2604,the,0
2605,length,Variable
2606,is,0
2607,,0
2608,zero,Value
2609,,0
2610,or,0
2611,if,0
2612,a,0
2613,length,Variable
2614,that,0
2615,is,0
2616,not,0
2617,all,0
2618,bits,0
2619,set,0
2620,to,0
2621,one,Value
2622,is,0
2623,"specified,",0
2624,and,0
2625,the,0
2626,length,Variable
2627,when,0
2628,added,0
2629,to,0
2630,the,0
2631,offset,Variable
2632,exceeds,0
2633,the,0
2634,maximum,0
2635,64-bit unsigned integer value,Value
2636,,0
2637,the,0
2638,error,0
2639,NFS4ERR_INVAL,Value
2640,will,0
2641,result,0
2642,<NULL>,Variable
2643,32-bit,0
2644,servers,0
2645,are,0
2646,servers,0
2647,that,0
2648,support,0
2649,locking,0
2650,for,0
2651,byte,0
2652,offsets,0
2653,that,0
2654,fit,0
2655,within,0
2656,32,0
2657,bits,0
2658,"(i.e.,",0
2659,less,0
2660,than,0
2661,or,0
2662,equal,0
2663,to,0
2664,NFS4_UINT32_MAX),0
2665,<NULL>.,0
2666,,0
2667,If,0
2668,the,0
2669,client,0
2670,specifies,0
2671,a,0
2672,range,0
2673,that,0
2674,overlaps,0
2675,one,0
2676,or,0
2677,more,0
2678,bytes,0
2679,beyond,0
2680,offset,0
2681,NFS4_UINT32_MAX,0
2682,but,0
2683,does,0
2684,not,0
2685,end,0
2686,at,0
2687,offset,0
2688,"NFS4_UINT64_MAX,",0
2689,then,0
2690,such,0
2691,a,0
2692,32-bit,0
2693,server,0
2694,MUST,0
2695,return,0
2696,the,0
2697,error,0
2698,NFS4ERR_BAD_RANGE,Value
2699,<NULL>,Variable
2700,In,0
2701,the,0
2702,case,0
2703,that,0
2704,the,0
2705,lock,0
2706,is,0
2707,"denied,",0
2708,the,0
2709,owner,Variable
2710,,0
2711,offset,Variable
2712,,0
2713,and,0
2714,length,Variable
2715,of,0
2716,a,0
2717,conflicting,0
2718,lock,0
2719,are,0
2720,returned,0
2721,<NULL>,Variable
2722,On,0
2723,success,Value
2724,,0
2725,the,0
2726,current filehandle,Variable
2727,retains,0
2728,its,0
2729,value,Variable
2730,<NULL>,Variable
2731,16.10.5.,0
2732,,0
2733,If,0
2734,the,0
2735,server,0
2736,is,0
2737,unable,0
2738,to,0
2739,determine,0
2740,the,0
2741,exact,0
2742,offset,Variable
2743,and,0
2744,length,Variable
2745,of,0
2746,the,0
2747,conflicting lock,Variable
2748,,0
2749,the,0
2750,same,0
2751,offset,Variable
2752,and,0
2753,length,Variable
2754,that,0
2755,were,0
2756,provided,0
2757,in,0
2758,the,0
2759,arguments,0
2760,should,0
2761,be,0
2762,returned,0
2763,in,0
2764,the,0
2765,denied results,Variable
2766,<NULL>.,0
2767,,0
2768,Section,0
2769,9,0
2770,contains,0
2771,a,0
2772,full,0
2773,description,0
2774,of,0
2775,this,0
2776,and,0
2777,the,0
2778,other,0
2779,file,0
2780,locking,0
2781,operations,0
2782,LOCK,0
2783,operations,0
2784,are,0
2785,subject,0
2786,to,0
2787,permission,0
2788,checks,0
2789,and,0
2790,to,0
2791,checks,0
2792,against,0
2793,the,0
2794,access,0
2795,type,0
2796,of,0
2797,the,0
2798,associated,0
2799,file,0
2800,<NULL>.,0
2801,,0
2802,"However,",0
2803,the,0
2804,specific,0
2805,rights,0
2806,and,0
2807,modes,0
2808,required,0
2809,for,0
2810,various,0
2811,types,0
2812,of,0
2813,locks,0
2814,reflect,0
2815,the,0
2816,semantics,0
2817,of,0
2818,the,0
2819,server-exported,0
2820,file,0
2821,"system,",0
2822,and,0
2823,are,0
2824,not,0
2825,specified,0
2826,by,0
2827,the,0
2828,protocol,0
2829,<NULL>.,0
2830,,0
2831,For,0
2832,"example,",0
2833,Windows,0
2834,2000,0
2835,allows,0
2836,a,0
2837,write,0
2838,lock,0
2839,of,0
2840,a,0
2841,file,0
2842,open,0
2843,for,0
2844,"READ,",0
2845,while,0
2846,a,0
2847,POSIX-compliant,0
2848,system,0
2849,does,0
2850,not,0
2851,When,0
2852,the,0
2853,client,0
2854,makes,0
2855,a,0
2856,lock,0
2857,request,0
2858,that,0
2859,corresponds,0
2860,to,0
2861,a,0
2862,range that the lock-owner has locked already,Value
2863,(with,0
2864,the,0
2865,same,0
2866,or,0
2867,different,0
2868,lock,0
2869,"type),",0
2870,or,0
2871,to,0
2872,a,0
2873,sub-region,0
2874,of,0
2875,such,0
2876,a,0
2877,"range,",0
2878,or,0
2879,to,0
2880,a,0
2881,region,0
2882,that,0
2883,includes,0
2884,multiple,0
2885,locks,0
2886,already,0
2887,granted,0
2888,to,0
2889,that,0
2890,"lock-owner,",0
2891,in,0
2892,whole,0
2893,or,0
2894,in,0
2895,"part,",0
2896,and,0
2897,the,0
2898,server,0
2899,does,0
2900,not,0
2901,support,0
2902,such,0
2903,locking,0
2904,operations,0
2905,"(i.e.,",0
2906,does,0
2907,not,0
2908,support,0
2909,POSIX,0
2910,locking,0
2911,"semantics),",0
2912,the,0
2913,server,0
2914,will,0
2915,return,0
2916,the,0
2917,error,0
2918,NFS4ERR_LOCK_RANGE,Value
2919,<NULL>,Variable
2920,,0
2921,,0
2922,In,0
2923,that,0
2924,"case,",0
2925,the,0
2926,client,0
2927,may,0
2928,return,0
2929,an,0
2930,"error,",0
2931,or,0
2932,it,0
2933,may,0
2934,emulate,0
2935,the,0
2936,required,0
2937,"operations,",0
2938,using,0
2939,only,0
2940,LOCK,0
2941,for,0
2942,ranges,0
2943,that,0
2944,do,0
2945,not,0
2946,include,0
2947,any,0
2948,bytes,0
2949,already,0
2950,locked,0
2951,by,0
2952,that,0
2953,lock-owner,0
2954,and,0
2955,LOCKU,0
2956,of,0
2957,locks,0
2958,held,0
2959,by,0
2960,that,0
2961,lock-owner,0
2962,(specifying,0
2963,an,0
2964,exactly,0
2965,matching,0
2966,range,0
2967,and,0
2968,type),0
2969,<NULL>.,0
2970,,0
2971,"Similarly,",0
2972,when,0
2973,the,0
2974,client,0
2975,makes,0
2976,a,0
2977,lock,0
2978,request,0
2979,that,0
2980,amounts,0
2981,to,0
2982,upgrading,0
2983,(changing,0
2984,from,0
2985,a,0
2986,read,0
2987,lock,0
2988,to,0
2989,a,0
2990,write,0
2991,lock),0
2992,or,0
2993,downgrading,0
2994,(changing,0
2995,from,0
2996,a,0
2997,write,0
2998,lock,0
2999,to,0
3000,a,0
3001,read,0
3002,lock),0
3003,an,0
3004,existing,0
3005,record,0
3006,lock,0
3007,and,0
3008,the,0
3009,server,0
3010,does,0
3011,not,0
3012,support,0
3013,such,0
3014,a,0
3015,"lock,",0
3016,the,0
3017,server,0
3018,will,0
3019,return,0
3020,NFS4ERR_LOCK_NOTSUPP,0
3021,<NULL>.,0
3022,Such,0
3023,operations,0
3024,may,0
3025,not,0
3026,perfectly,0
3027,reflect,0
3028,the,0
3029,required,0
3030,semantics,0
3031,in,0
3032,the,0
3033,face,0
3034,of,0
3035,conflicting,0
3036,lock,0
3037,requests,0
3038,from,0
3039,other,0
3040,clients,0
3041,When,0
3042,a,0
3043,client,0
3044,holds,0
3045,an,0
3046,OPEN_DELEGATE_WRITE,0
3047,"delegation,",0
3048,the,0
3049,client,0
3050,holding,0
3051,that,0
3052,delegation,0
3053,is,0
3054,assured,0
3055,that,0
3056,there,0
3057,are,0
3058,no,0
3059,opens,0
3060,by,0
3061,other,0
3062,clients,0
3063,<NULL>.,0
3064,,0
3065,"Thus,",0
3066,there,0
3067,can,0
3068,be,0
3069,no,0
3070,conflicting,0
3071,LOCK,0
3072,operations,0
3073,from,0
3074,such,0
3075,clients,0
3076,<NULL>.,0
3077,,0
3078,"Therefore,",0
3079,the,0
3080,client,0
3081,may,0
3082,be,0
3083,handling,0
3084,locking,0
3085,requests,0
3086,"locally,",0
3087,without,0
3088,doing,0
3089,LOCK,0
3090,operations,0
3091,on,0
3092,the,0
3093,server,0
3094,<NULL>.,0
3095,,0
3096,If,0
3097,it,0
3098,does,0
3099,"that,",0
3100,it,0
3101,must,0
3102,be,0
3103,prepared,0
3104,to,0
3105,update,0
3106,the,0
3107,lock,0
3108,status,0
3109,on,0
3110,the,0
3111,server,0
3112,by,0
3113,sending,0
3114,appropriate,0
3115,LOCK,0
3116,and,0
3117,LOCKU,0
3118,operations,0
3119,before,0
3120,returning,0
3121,the,0
3122,delegation,0
3123,When,0
3124,one,0
3125,or,0
3126,more,0
3127,clients,0
3128,hold,0
3129,OPEN_DELEGATE_READ,0
3130,"delegations,",0
3131,any,0
3132,LOCK,0
3133,operation,0
3134,where,0
3135,the,0
3136,server,0
3137,is,0
3138,implementing,0
3139,mandatory,0
3140,locking,0
3141,semantics,0
3142,MUST,0
3143,result,0
3144,in,0
3145,the,0
3146,recall,0
3147,of,0
3148,all,0
3149,such,0
3150,delegations,0
3151,<NULL>.,0
3152,,0
3153,The,0
3154,LOCK,0
3155,operation,0
3156,may,0
3157,not,0
3158,be,0
3159,granted,0
3160,until,0
3161,all,0
3162,such,0
3163,delegations,0
3164,are,0
3165,returned,0
3166,or,0
3167,revoked,0
3168,<NULL>.,0
3169,,0
3170,Except,0
3171,where,0
3172,this,0
3173,happens,0
3174,very,0
3175,"quickly,",0
3176,one,0
3177,or,0
3178,more,0
3179,NFS4ERR_DELAY,0
3180,errors,0
3181,will,0
3182,be,0
3183,returned,0
3184,to,0
3185,requests,0
3186,made,0
3187,while,0
3188,the,0
3189,delegation,0
3190,remains,0
3191,outstanding,0
3192,The,0
3193,locker,0
3194,argument,0
3195,specifies,0
3196,the,0
3197,lock-owner,0
3198,that,0
3199,is,0
3200,associated,0
3201,with,0
3202,the,0
3203,LOCK,0
3204,request,0
3205,<NULL>.,0
3206,,0
3207,The,0
3208,locker4,0
3209,structure,0
3210,is,0
3211,a,0
3212,switched,0
3213,union,0
3214,that,0
3215,indicates,0
3216,whether,0
3217,the,0
3218,client,0
3219,has,0
3220,already,0
3221,created,0
3222,byte-range,0
3223,locking,0
3224,state,0
3225,associated,0
3226,with,0
3227,the,0
3228,current,0
3229,open,0
3230,file,0
3231,and,0
3232,lock-owner,0
3233,<NULL>.,0
3234,,0
3235,There,0
3236,are,0
3237,multiple,0
3238,cases,0
3239,to,0
3240,be,0
3241,"considered,",0
3242,corresponding,0
3243,to,0
3244,possible,0
3245,combinations,0
3246,of,0
3247,whether,0
3248,locking,0
3249,state,0
3250,has,0
3251,been,0
3252,created,0
3253,for,0
3254,the,0
3255,current,0
3256,open,0
3257,file,0
3258,and,0
3259,"lock-owner,",0
3260,and,0
3261,whether,0
3262,the,0
3263,boolean,0
3264,new_lock_owner,0
3265,is,0
3266,set,0
3267,<NULL>.,0
3268,,0
3269,In,0
3270,all,0
3271,of,0
3272,the,0
3273,"cases,",0
3274,there,0
3275,is,0
3276,a,0
3277,lock_seqid,0
3278,"specified,",0
3279,whether,0
3280,the,0
3281,lock-owner,0
3282,is,0
3283,specified,0
3284,explicitly,0
3285,or,0
3286,implicitly,0
3287,<NULL>.,0
3288,,0
3289,This,0
3290,seqid,0
3291,value,0
3292,is,0
3293,used,0
3294,for,0
3295,checking,0
3296,lock-owner,0
3297,sequencing/replay,0
3298,issues,0
3299,<NULL>.,0
3300,,0
3301,When,0
3302,the,0
3303,given,0
3304,lock-owner,0
3305,is,0
3306,not,0
3307,known,0
3308,to,0
3309,the,0
3310,"server,",0
3311,this,0
3312,establishes,0
3313,an,0
3314,initial,0
3315,sequence,0
3316,value,0
3317,for,0
3318,the,0
3319,new,0
3320,lock-owner,0
3321,o,0
3322,,0
3323,In,0
3324,the,0
3325,case,0
3326,in,0
3327,which,0
3328,the,0
3329,state,0
3330,has,0
3331,been,0
3332,created,0
3333,and,0
3334,the,0
3335,boolean,0
3336,is,0
3337,"false,",0
3338,the,0
3339,only,0
3340,part,0
3341,of,0
3342,the,0
3343,argument,0
3344,other,0
3345,than,0
3346,lock_seqid,0
3347,is,0
3348,just,0
3349,a,0
3350,stateid,0
3351,representing,0
3352,the,0
3353,set,0
3354,of,0
3355,locks,0
3356,associated,0
3357,with,0
3358,that,0
3359,open,0
3360,file,0
3361,and,0
3362,lock-owner,0
3363,o,0
3364,,0
3365,In,0
3366,the,0
3367,case,0
3368,in,0
3369,which,0
3370,the,0
3371,state,0
3372,has,0
3373,been,0
3374,created,0
3375,and,0
3376,the,0
3377,boolean,0
3378,is,0
3379,"true,",0
3380,the,0
3381,server,0
3382,rejects,0
3383,the,0
3384,request,0
3385,with,0
3386,the,0
3387,error,0
3388,NFS4ERR_BAD_SEQID,0
3389,<NULL>.,0
3390,,0
3391,The,0
3392,only,0
3393,exception,0
3394,is,0
3395,where,0
3396,there,0
3397,is,0
3398,a,0
3399,retransmission,0
3400,of,0
3401,a,0
3402,previous,0
3403,request,0
3404,in,0
3405,which,0
3406,the,0
3407,boolean,0
3408,was,0
3409,true,0
3410,<NULL>.,0
3411,,0
3412,In,0
3413,this,0
3414,"case,",0
3415,the,0
3416,lock_seqid,0
3417,will,0
3418,match,0
3419,the,0
3420,original,0
3421,"request,",0
3422,and,0
3423,the,0
3424,response,0
3425,will,0
3426,reflect,0
3427,the,0
3428,final,0
3429,"case,",0
3430,below,0
3431,o,0
3432,,0
3433,In,0
3434,the,0
3435,case,0
3436,where,0
3437,no,0
3438,byte-range,0
3439,locking,0
3440,state,0
3441,has,0
3442,been,0
3443,established,0
3444,and,0
3445,the,0
3446,boolean,0
3447,is,0
3448,"true,",0
3449,the,0
3450,argument,0
3451,contains,0
3452,an,0
3453,open_to_lock_owner,0
3454,structure,0
3455,that,0
3456,specifies,0
3457,the,0
3458,stateid,0
3459,of,0
3460,the,0
3461,open,0
3462,file,0
3463,and,0
3464,the,0
3465,lock-owner,0
3466,to,0
3467,be,0
3468,used,0
3469,for,0
3470,the,0
3471,lock,0
3472,<NULL>.,0
3473,,0
3474,Note,0
3475,that,0
3476,although,0
3477,the,0
3478,open-owner,0
3479,is,0
3480,not,0
3481,given,0
3482,"explicitly,",0
3483,the,0
3484,open_seqid,0
3485,associated,0
3486,with,0
3487,it,0
3488,is,0
3489,used,0
3490,to,0
3491,check,0
3492,for,0
3493,open-owner,0
3494,sequencing,0
3495,issues,0
3496,<NULL>.,0
3497,,0
3498,This,0
3499,case,0
3500,provides,0
3501,a,0
3502,method,0
3503,to,0
3504,use,0
3505,the,0
3506,established,0
3507,state,0
3508,of,0
3509,the,0
3510,open_stateid,0
3511,to,0
3512,transition,0
3513,to,0
3514,the,0
3515,use,0
3516,of,0
3517,a,0
3518,lock,0
3519,stateid,0
3520,16.15.4.,0
3521,,0
3522,This,0
3523,operation,0
3524,is,0
3525,used,0
3526,to,0
3527,prefix,0
3528,a,0
3529,sequence,0
3530,of,0
3531,operations,0
3532,to,0
3533,be,0
3534,performed,0
3535,if,0
3536,one,0
3537,or,0
3538,more,0
3539,attributes,0
3540,have,0
3541,changed,0
3542,on,0
3543,some,0
3544,file,0
3545,system,0
3546,object,0
3547,<NULL>.,0
3548,,0
3549,If,0
3550,all,0
3551,the,0
3552,attributes,Variable
3553,"match,",0
3554,then,0
3555,the,0
3556,error,0
3557,NFS4ERR_SAME,Value
3558,must,0
3559,be,0
3560,returned,0
3561,<NULL>,Value
3562,On,0
3563,success,Value
3564,,0
3565,the,0
3566,current filehandle,Variable
3567,retains,0
3568,its,0
3569,value,Variable
3570,<NULL>,Variable
3571,16.15.5.,0
3572,,0
3573,This,0
3574,operation,0
3575,is,0
3576,useful,0
3577,as,0
3578,a,0
3579,cache,0
3580,validation,0
3581,operator,0
3582,<NULL>.,0
3583,,0
3584,If,0
3585,the,0
3586,object,0
3587,to,0
3588,which,0
3589,the,0
3590,attributes,0
3591,belong,0
3592,has,0
3593,"changed,",0
3594,then,0
