,entity,tag,Sentence #
1486,case,0,52
1487,the,0,52
1488,client,0,52
1489,provides,0,52
1490,a,0,52
1491,verifier,0,52
1492,that,0,52
1493,can,0,52
1494,reasonably,0,52
1495,be,0,52
1496,expected,0,52
1497,to,0,52
1498,be,0,52
1499,unique,0,52
1500,<NULL>.,0,52
1501,A,0,53
1502,combination,0,53
1503,of,0,53
1504,a,0,53
1505,client,0,53
1506,identifier,0,53
1507,perhaps,0,53
1508,the,0,53
1509,client,0,53
1510,network,0,53
1511,address,0,53
1512,and,0,53
1513,a,0,53
1514,unique,0,53
1515,number,0,53
1516,generated,0,53
1517,by,0,53
1518,the,0,53
1519,client,0,53
1520,perhaps,0,53
1521,the,0,53
1522,RPC,0,53
1523,transaction,0,53
1524,identifier,0,53
1525,may,0,53
1526,be,0,53
1527,appropriate,0,53
1528,If,0,53
1529,the,0,53
1530,object,0,53
1531,does,0,53
1532,not,0,53
1533,exist,0,53
1534,the,0,53
1535,server,0,53
1536,creates,0,53
1537,the,0,53
1538,object,0,53
1539,and,0,53
1540,stores,0,53
1541,the,0,53
1542,verifier,0,53
1543,in,0,53
1544,stable,0,53
1545,storage,0,53
1546,<NULL>.,0,53
1547,For,0,54
1548,file,0,54
1549,systems,0,54
1550,that,0,54
1551,do,0,54
1552,not,0,54
1553,provide,0,54
1554,a,0,54
1555,mechanism,0,54
1556,for,0,54
1557,the,0,54
1558,storage,0,54
1559,of,0,54
1560,arbitrary,0,54
1561,file,0,54
1562,attributes,0,54
1563,the,0,54
1564,server,0,54
1565,may,0,54
1566,use,0,54
1567,one,0,54
1568,or,0,54
1569,more,0,54
1570,elements,0,54
1571,of,0,54
1572,the,0,54
1573,object,0,54
1574,metadata,0,54
1575,to,0,54
1576,store,0,54
1577,the,0,54
1578,verifier,0,54
1579,<NULL>.,0,54
1580,The,0,55
1581,verifier,0,55
1582,must,0,55
1583,be,0,55
1584,stored,0,55
1585,in,0,55
1586,stable,0,55
1587,storage,0,55
1588,to,0,55
1589,prevent,0,55
1590,erroneous,0,55
1591,failure,0,55
1592,on,0,55
1593,retransmission,0,55
1594,of,0,55
1595,the,0,55
1596,request,0,55
1597,<NULL>.,0,55
1598,It,0,56
1599,is,0,56
1600,assumed,0,56
1601,that,0,56
1602,an,0,56
1603,exclusive,0,56
1604,create,0,56
1605,is,0,56
1606,being,0,56
1607,performed,0,56
1608,because,0,56
1609,exclusive,0,56
1610,semantics,0,56
1611,are,0,56
1612,critical,0,56
1613,to,0,56
1614,the,0,56
1615,application,0,56
1616,<NULL>.,0,56
1617,Because,0,57
1618,of,0,57
1619,the,0,57
1620,expected,0,57
1621,usage,0,57
1622,exclusive,0,57
1623,create,0,57
1624,does,0,57
1625,not,0,57
1626,rely,0,57
1627,solely,0,57
1628,on,0,57
1629,the,0,57
1630,normally,0,57
1631,volatile,0,57
1632,duplicate,0,57
1633,request,0,57
1634,cache,0,57
1635,for,0,57
1636,storage,0,57
1637,of,0,57
1638,the,0,57
1639,verifier,0,57
1640,<NULL>.,0,57
1641,The,0,58
1642,duplicate,0,58
1643,request,0,58
1644,cache,0,58
1645,in,0,58
1646,volatile,0,58
1647,storage,0,58
1648,does,0,58
1649,not,0,58
1650,survive,0,58
1651,a,0,58
1652,crash,0,58
1653,and,0,58
1654,may,0,58
1655,actually,0,58
1656,flush,0,58
1657,on,0,58
1658,a,0,58
1659,long,0,58
1660,network,0,58
1661,partition,0,58
1662,opening,0,58
1663,failure,0,58
1664,windows,0,58
1665,<NULL>.,0,58
1666,In,0,59
1667,the,0,59
1668,UNIX,0,59
1669,local,0,59
1670,file,0,59
1671,system,0,59
1672,environment,0,59
1673,the,0,59
1674,expected,0,59
1675,storage,0,59
1676,location,0,59
1677,for,0,59
1678,the,0,59
1679,verifier,0,59
1680,on,0,59
1681,creation,0,59
1682,is,0,59
1683,the,0,59
1684,metadata,0,59
1685,timestamps,0,59
1686,of,0,59
1687,the,0,59
1688,object,0,59
1689,<NULL>.,0,59
1690,For,0,60
1691,this,0,60
1692,reason,0,60
1693,an,0,60
1694,exclusive,0,60
1695,object,0,60
1696,create,0,60
1697,may,0,60
1698,not,0,60
1699,include,0,60
1700,initial,0,60
1701,attributes,0,60
1702,because,0,60
1703,the,0,60
1704,server,0,60
1705,would,0,60
1706,have,0,60
1707,nowhere,0,60
1708,to,0,60
1709,store,0,60
1710,the,0,60
1711,verifier,0,60
1712,If,0,60
1713,the,0,60
1714,server,0,60
1715,cannot,0,60
1716,support,0,60
1717,these,0,60
1718,exclusive,0,60
1719,create,0,60
1720,semantics,0,60
1721,possibly,0,60
1722,because,0,60
1723,of,0,60
1724,the,0,60
1725,requirement,0,60
1726,to,0,60
1727,commit,0,60
1728,the,0,60
1729,verifier,0,60
1730,to,0,60
1731,stable,0,60
1732,storage,0,60
1733,it,0,60
1734,should,0,60
1735,fail,0,60
1736,the,0,60
1737,OPEN,0,60
1738,request,0,60
1739,with,0,60
1740,the,0,60
1741,error,0,60
1742,NFS4ERR_NOTSUPP,0,60
1743,During,0,60
1744,an,0,60
1745,exclusive,0,60
1746,CREATE,0,60
1747,request,0,60
1748,if,0,60
1749,the,0,60
1750,object,0,60
1751,already,0,60
1752,exists,0,60
1753,the,0,60
1754,server,0,60
1755,reconstructs,0,60
1756,the,0,60
1757,object's,0,60
1758,verifier,0,60
1759,and,0,60
1760,compares,0,60
1761,it,0,60
1762,with,0,60
1763,the,0,60
1764,verifier,0,60
1765,in,0,60
1766,the,0,60
1767,request,0,60
1768,<NULL>.,0,60
1769,If,0,61
1770,they,0,61
1771,match,0,61
1772,the,0,61
1773,server,0,61
1774,treats,0,61
1775,the,0,61
1776,request,0,61
1777,as,0,61
1778,a,0,61
1779,success,0,61
1780,<NULL>.,0,61
1781,The,0,62
1782,request,0,62
1783,is,0,62
1784,presumed,0,62
1785,to,0,62
1786,be,0,62
1787,a,0,62
1788,duplicate,0,62
1789,of,0,62
1790,an,0,62
1791,earlier,0,62
1792,successful,0,62
1793,request,0,62
1794,for,0,62
1795,which,0,62
1796,the,0,62
1797,reply,0,62
1798,was,0,62
1799,lost,0,62
1800,and,0,62
1801,that,0,62
1802,the,0,62
1803,server,0,62
1804,duplicate,0,62
1805,request,0,62
1806,cache,0,62
1807,mechanism,0,62
1808,did,0,62
1809,not,0,62
1810,detect,0,62
1811,<NULL>.,0,62
1812,If,0,63
1813,the,0,63
1814,verifiers,0,63
1815,do,0,63
1816,not,0,63
1817,match,0,63
1818,the,0,63
1819,request,0,63
1820,is,0,63
1821,rejected,0,63
1822,with,0,63
1823,the,0,63
1824,status,0,63
1825,NFS4ERR_EXIST,0,63
1826,Once,0,63
1827,the,0,63
1828,client,0,63
1829,has,0,63
1830,performed,0,63
1831,a,0,63
1832,successful,0,63
1833,exclusive,0,63
1834,create,0,63
1835,it,0,63
1836,must,0,63
1837,issue,0,63
1838,a,0,63
1839,SETATTR,0,63
1840,to,0,63
1841,set,0,63
1842,the,0,63
1843,correct,0,63
1844,object,0,63
1845,attributes,0,63
1846,<NULL>.,0,63
1847,Until,0,64
1848,it,0,64
1849,does,0,64
1850,so,0,64
1851,it,0,64
1852,should,0,64
1853,not,0,64
1854,rely,0,64
1855,upon,0,64
1856,any,0,64
1857,of,0,64
1858,the,0,64
1859,object,0,64
1860,attributes,0,64
1861,since,0,64
1862,the,0,64
1863,server,0,64
1864,implementation,0,64
1865,may,0,64
1866,need,0,64
1867,to,0,64
1868,overload,0,64
1869,object,0,64
1870,metadata,0,64
1871,to,0,64
1872,store,0,64
1873,the,0,64
1874,verifier,0,64
1875,<NULL>.,0,64
1876,The,0,65
1877,subsequent,0,65
1878,SETATTR,0,65
1879,must,0,65
1880,not,0,65
1881,occur,0,65
1882,in,0,65
1883,the,0,65
1884,same,0,65
1885,COMPOUND,0,65
1886,request,0,65
1887,as,0,65
1888,the,0,65
1889,OPEN,0,65
1890,<NULL>.,0,65
1891,This,0,66
1892,separation,0,66
1893,will,0,66
1894,guarantee,0,66
1895,that,0,66
1896,the,0,66
1897,exclusive,0,66
1898,create,0,66
1899,mechanism,0,66
1900,will,0,66
1901,continue,0,66
1902,to,0,66
1903,function,0,66
1904,properly,0,66
1905,in,0,66
1906,the,0,66
1907,face,0,66
1908,of,0,66
1909,retransmission,0,66
1910,of,0,66
1911,the,0,66
1912,request,0,66
1913,Use,0,66
1914,of,0,66
1915,the,0,66
1916,GUARDED4,0,66
1917,attribute,0,66
1918,does,0,66
1919,not,0,66
1920,provide,0,66
1921,"""exactly-once""",0,66
1922,semantics,0,66
1923,<NULL>.,0,66
1924,In,0,67
1925,particular,0,67
1926,if,0,67
1927,a,0,67
1928,reply,0,67
1929,is,0,67
1930,lost,0,67
1931,and,0,67
1932,the,0,67
1933,server,0,67
1934,does,0,67
1935,not,0,67
1936,detect,0,67
1937,the,0,67
1938,retransmission,0,67
1939,of,0,67
1940,the,0,67
1941,request,0,67
1942,the,0,67
1943,operation,0,67
1944,can,0,67
1945,fail,0,67
1946,with,0,67
1947,NFS4ERR_EXIST,0,67
1948,even,0,67
1949,though,0,67
1950,the,0,67
1951,create,0,67
1952,was,0,67
1953,performed,0,67
1954,successfully,0,67
1955,<NULL>.,0,67
1956,The,0,68
1957,client,0,68
1958,would,0,68
1959,use,0,68
1960,this,0,68
1961,behavior,0,68
1962,in,0,68
1963,the,0,68
1964,case,0,68
1965,that,0,68
1966,the,0,68
1967,application,0,68
1968,has,0,68
1969,not,0,68
1970,requested,0,68
1971,an,0,68
1972,exclusive,0,68
1973,create,0,68
1974,but,0,68
1975,has,0,68
1976,asked,0,68
1977,to,0,68
1978,have,0,68
1979,the,0,68
1980,file,0,68
1981,truncated,0,68
1982,when,0,68
1983,the,0,68
1984,file,0,68
1985,is,0,68
1986,opened,0,68
1987,<NULL>.,0,68
1988,In,0,69
1989,the,0,69
1990,case,0,69
1991,of,0,69
1992,the,0,69
1993,client,0,69
1994,timing,0,69
1995,out,0,69
1996,and,0,69
1997,retransmitting,0,69
1998,the,0,69
1999,create,0,69
2000,request,0,69
2001,the,0,69
2002,client,0,69
2003,can,0,69
2004,use,0,69
2005,GUARDED4,0,69
2006,to,0,69
2007,prevent,0,69
2008,a,0,69
2009,sequence,0,69
2010,such,0,69
2011,as,0,69
2012,create,0,69
2013,write,0,69
2014,create,0,69
2015,retransmitted,0,69
2016,from,0,69
2017,occurring,0,69
2018,For,0,69
2019,share,0,69
2020,reservations,0,69
2021,see,0,69
2022,Section,0,69
2023,9.9,0,69
2024,the,0,69
2025,client,0,69
2026,must,0,69
2027,specify,0,69
2028,a,0,69
2029,value,0,69
2030,for,0,69
2031,share_access,0,69
2032,that,0,69
2033,is,0,69
2034,one,0,69
2035,of,0,69
2036,OPEN4_SHARE_ACCESS_READ,0,69
2037,OPEN4_SHARE_ACCESS_WRITE,0,69
2038,or,0,69
2039,OPEN4_SHARE_ACCESS_BOTH,0,69
2040,<NULL>.,0,69
2041,For,0,70
2042,share_deny,0,70
2043,the,0,70
2044,client,0,70
2045,must,0,70
2046,specify,0,70
2047,one,0,70
2048,of,0,70
2049,OPEN4_SHARE_DENY_NONE,0,70
2050,OPEN4_SHARE_DENY_READ,0,70
2051,OPEN4_SHARE_DENY_WRITE,0,70
2052,or,0,70
2053,OPEN4_SHARE_DENY_BOTH,0,70
2054,<NULL>.,0,70
2055,If,0,71
2056,the,0,71
2057,client,0,71
2058,fails,0,71
2059,to,0,71
2060,do,0,71
2061,this,0,71
2062,the,0,71
2063,server,0,71
2064,must,0,71
2065,return,0,71
2066,NFS4ERR_INVAL,0,71
2067,Based,0,71
2068,on,0,71
2069,the,0,71
2070,share_access,0,71
2071,value,0,71
2072,OPEN4_SHARE_ACCESS_READ,0,71
2073,OPEN4_SHARE_ACCESS_WRITE,0,71
2074,or,0,71
2075,OPEN4_SHARE_ACCESS_BOTH,0,71
2076,the,0,71
2077,client,0,71
2078,should,0,71
2079,check,0,71
2080,that,0,71
2081,the,0,71
2082,requester,0,71
2083,has,0,71
2084,the,0,71
2085,proper,0,71
2086,access,0,71
2087,rights,0,71
2088,to,0,71
2089,perform,0,71
2090,the,0,71
2091,specified,0,71
2092,operation,0,71
2093,<NULL>.,0,71
2094,This,0,72
2095,would,0,72
2096,generally,0,72
2097,be,0,72
2098,the,0,72
2099,results,0,72
2100,of,0,72
2101,applying,0,72
2102,the,0,72
2103,ACL,0,72
2104,access,0,72
2105,rules,0,72
2106,to,0,72
2107,the,0,72
2108,file,0,72
2109,for,0,72
2110,the,0,72
2111,current,0,72
2112,requester,0,72
2113,<NULL>.,0,72
2114,However,0,73
2115,just,0,73
2116,as,0,73
2117,with,0,73
2118,the,0,73
2119,ACCESS,0,73
2120,operation,0,73
2121,the,0,73
2122,client,0,73
2123,should,0,73
2124,not,0,73
2125,attempt,0,73
2126,to,0,73
2127,second-guess,0,73
2128,the,0,73
2129,server's,0,73
2130,decisions,0,73
2131,as,0,73
2132,access,0,73
2133,rights,0,73
2134,may,0,73
2135,change,0,73
2136,and,0,73
2137,may,0,73
2138,be,0,73
2139,subject,0,73
2140,to,0,73
2141,server,0,73
2142,administrative,0,73
2143,controls,0,73
2144,outside,0,73
2145,the,0,73
2146,ACL,0,73
2147,framework,0,73
2148,<NULL>.,0,73
2149,If,0,74
2150,the,0,74
2151,requester,0,74
2152,is,0,74
2153,not,0,74
2154,authorized,0,74
2155,to,0,74
2156,READ,0,74
2157,or,0,74
2158,WRITE,0,74
2159,depending,0,74
2160,on,0,74
2161,the,0,74
2162,share_access,0,74
2163,value,0,74
2164,the,0,74
2165,server,0,74
2166,must,0,74
2167,return,0,74
2168,NFS4ERR_ACCESS,0,74
2169,<NULL>.,0,74
2170,Note,0,75
2171,that,0,75
2172,since,0,75
2173,the,0,75
2174,NFSv4,0,75
2175,protocol,0,75
2176,does,0,75
2177,not,0,75
2178,impose,0,75
2179,any,0,75
2180,requirement,0,75
2181,that,0,75
2182,READs,0,75
2183,and,0,75
2184,WRITEs,0,75
2185,issued,0,75
2186,for,0,75
2187,an,0,75
2188,open,0,75
2189,file,0,75
2190,have,0,75
2191,the,0,75
2192,same,0,75
2193,credentials,0,75
2194,as,0,75
2195,the,0,75
2196,OPEN,0,75
2197,itself,0,75
2198,the,0,75
2199,server,0,75
2200,still,0,75
2201,must,0,75
2202,do,0,75
2203,appropriate,0,75
2204,access,0,75
2205,checking,0,75
2206,on,0,75
2207,the,0,75
2208,READs,0,75
2209,and,0,75
2210,WRITEs,0,75
2211,themselves,0,75
2212,If,0,75
2213,the,0,75
2214,component,0,75
2215,provided,0,75
2216,to,0,75
2217,OPEN,0,75
2218,resolves,0,75
2219,to,0,75
2220,something,0,75
2221,other,0,75
2222,than,0,75
2223,a,0,75
2224,regular,0,75
2225,file,0,75
2226,or,0,75
2227,a,0,75
2228,named,0,75
2229,attribute,0,75
2230,an,0,75
2231,error,0,75
2232,will,0,75
2233,be,0,75
2234,returned,0,75
2235,to,0,75
2236,the,0,75
2237,client,0,75
2238,<NULL>.,0,75
2239,If,0,76
2240,it,0,76
2241,is,0,76
2242,a,0,76
2243,directory,0,76
2244,NFS4ERR_ISDIR,0,76
2245,is,0,76
2246,returned;,0,76
2247,otherwise,0,76
2248,NFS4ERR_SYMLINK,0,76
2249,is,0,76
2250,returned,0,76
2251,<NULL>.,0,76
2252,Note,0,77
2253,that,0,77
2254,NFS4ERR_SYMLINK,0,77
2255,is,0,77
2256,returned,0,77
2257,for,0,77
2258,both,0,77
2259,symlinks,0,77
2260,and,0,77
2261,for,0,77
2262,special,0,77
2263,files,0,77
2264,of,0,77
2265,other,0,77
2266,types;,0,77
2267,NFS4ERR_INVAL,0,77
2268,would,0,77
2269,be,0,77
2270,inappropriate,0,77
2271,since,0,77
2272,the,0,77
2273,arguments,0,77
2274,provided,0,77
2275,by,0,77
2276,the,0,77
2277,client,0,77
2278,were,0,77
2279,correct,0,77
2280,and,0,77
2281,the,0,77
2282,client,0,77
2283,cannot,0,77
2284,necessarily,0,77
2285,know,0,77
2286,at,0,77
2287,the,0,77
2288,time,0,77
2289,it,0,77
2290,sent,0,77
2291,the,0,77
2292,OPEN,0,77
2293,that,0,77
2294,the,0,77
2295,component,0,77
2296,would,0,77
2297,resolve,0,77
2298,to,0,77
2299,a,0,77
2300,non-regular,0,77
2301,file,0,77
2302,If,0,77
2303,the,0,77
2304,current,0,77
2305,filehandle,0,77
2306,is,0,77
2307,not,0,77
2308,a,0,77
2309,directory,0,77
2310,the,0,77
2311,error,0,77
2312,NFS4ERR_NOTDIR,0,77
2313,will,0,77
2314,be,0,77
2315,returned,0,77
2316,If,0,77
2317,a,0,77
2318,COMPOUND,0,77
2319,contains,0,77
2320,an,0,77
2321,OPEN,0,77
2322,that,0,77
2323,establishes,0,77
2324,an,0,77
2325,OPEN_DELEGATE_WRITE,0,77
2326,delegation,0,77
2327,then,0,77
2328,subsequent,0,77
2329,GETATTRs,0,77
2330,normally,0,77
2331,result,0,77
2332,in,0,77
2333,a,0,77
2334,CB_GETATTR,0,77
2335,being,0,77
2336,sent,0,77
2337,to,0,77
2338,the,0,77
2339,client,0,77
2340,holding,0,77
2341,the,0,77
2342,delegation,0,77
2343,<NULL>.,0,77
2344,However,0,78
2345,in,0,78
2346,the,0,78
2347,case,0,78
2348,in,0,78
2349,which,0,78
2350,the,0,78
2351,OPEN,0,78
2352,and,0,78
2353,GETATTR,0,78
2354,are,0,78
2355,part,0,78
2356,of,0,78
2357,the,0,78
2358,same,0,78
2359,COMPOUND,0,78
2360,the,0,78
2361,server,0,78
2362,SHOULD,0,78
2363,understand,0,78
2364,that,0,78
2365,the,0,78
2366,operations,0,78
2367,are,0,78
2368,for,0,78
2369,the,0,78
2370,same,0,78
2371,client,0,78
2372,ID,0,78
2373,and,0,78
2374,avoid,0,78
2375,querying,0,78
2376,the,0,78
2377,client,0,78
2378,which,0,78
2379,will,0,78
2380,not,0,78
2381,be,0,78
2382,able,0,78
2383,to,0,78
2384,respond,0,78
2385,<NULL>.,0,78
2386,This,0,79
2387,sequence,0,79
2388,of,0,79
2389,OPEN,0,79
2390,and,0,79
2391,GETATTR,0,79
2392,SHOULD,0,79
2393,be,0,79
2394,understood,0,79
2395,to,0,79
2396,be,0,79
2397,the,0,79
2398,retrieval,0,79
2399,of,0,79
2400,the,0,79
2401,size,0,79
2402,and,0,79
2403,change,0,79
2404,attributes,0,79
2405,at,0,79
2406,the,0,79
2407,time,0,79
2408,of,0,79
2409,OPEN,0,79
2410,<NULL>.,0,79
2411,Further,0,80
2412,as,0,80
2413,explained,0,80
2414,in,0,80
2415,Section,0,80
2416,15.2.5,0,80
2417,the,0,80
2418,client,0,80
2419,should,0,80
2420,not,0,80
2421,construct,0,80
2422,a,0,80
2423,COMPOUND,0,80
2424,that,0,80
2425,mixes,0,80
2426,operations,0,80
2427,for,0,80
2428,different,0,80
2429,client,0,80
2430,IDs,0,80
2431,16.10.4.,0,80
2432,The,0,80
2433,LOCK,0,80
2434,operation,0,80
2435,requests,0,80
2436,a,0,80
2437,byte-range,0,80
2438,lock,0,80
2439,for,0,80
2440,the,0,80
2441,byte,0,80
2442,range,0,80
2443,specified,0,80
2444,by,0,80
2445,the,0,80
2446,offset,Variable,80
2447,and,0,80
2448,length,Variable,80
2449,parameters,0,80
2450,<NULL>.,0,80
2451,The,0,81
2452,lock,Variable,81
2453,type,Variable,81
2454,is,0,81
2455,also,0,81
2456,specified,0,81
2457,to,0,81
2458,be,0,81
2459,one,0,81
2460,of,0,81
2461,the,0,81
2462,nfs_lock_type4s,0,81
2463,<NULL>.,0,81
2464,If,0,82
2465,this,0,82
2466,is,0,82
2467,a,0,82
2468,reclaim,Variable,82
2469,request,Variable,82
2470,the,0,82
2471,reclaim,Variable,82
2472,parameter,0,82
2473,will,0,82
2474,be,0,82
2475,TRUE,Value,82
2476,Bytes,0,82
2477,in,0,82
2478,a,0,82
2479,file,0,82
2480,may,0,82
2481,be,0,82
2482,locked,0,82
2483,even,0,82
2484,if,0,82
2485,those,0,82
2486,bytes,0,82
2487,are,0,82
2488,not,0,82
2489,currently,0,82
2490,allocated,0,82
2491,to,0,82
2492,the,0,82
2493,file,0,82
2494,<NULL>.,0,82
2495,To,0,83
2496,lock,0,83
2497,the,0,83
2498,file,0,83
2499,from,0,83
2500,a,0,83
2501,specific,0,83
2502,offset,Variable,83
2503,through,0,83
2504,the,0,83
2505,end-of-file,Variable,83
2506,no,0,83
2507,matter,0,83
2508,how,0,83
2509,long,0,83
2510,the,0,83
2511,file,0,83
2512,actually,0,83
2513,is,0,83
2514,use,0,83
2515,a,0,83
2516,length,Variable,83
2517,field,0,83
2518,with,0,83
2519,all,0,83
2520,bits,0,83
2521,set,0,83
2522,to,0,83
2523,1,Value,83
2524,one,0,83
2525,<NULL>.,0,83
2526,If,0,84
2527,the,0,84
2528,length,Variable,84
2529,is,0,84
2530,zero,Value,84
2531,or,0,84
2532,if,0,84
2533,a,0,84
2534,length,Variable,84
2535,that,0,84
2536,is,0,84
2537,not,0,84
2538,all,0,84
2539,bits,0,84
2540,set,0,84
2541,to,0,84
2542,one,Value,84
2543,is,0,84
2544,specified,0,84
2545,and,0,84
2546,the,0,84
2547,length,Variable,84
2548,when,0,84
2549,added,0,84
2550,to,0,84
2551,the,0,84
2552,offset,Variable,84
2553,exceeds,0,84
2554,the,0,84
2555,maximum,0,84
2556,64-bit,Value,84
2557,unsigned,Value,84
2558,integer,Value,84
2559,value,Value,84
2560,the,0,84
2561,error,0,84
2562,NFS4ERR_INVAL,Value,84
2563,will,0,84
2564,result,0,84
2565,<NULL>,Variable,84
2566,32-bit,0,85
2567,servers,0,85
2568,are,0,85
2569,servers,0,85
2570,that,0,85
2571,support,0,85
2572,locking,0,85
2573,for,0,85
2574,byte,0,85
2575,offsets,0,85
2576,that,0,85
2577,fit,0,85
2578,within,0,85
2579,32,0,85
2580,bits,0,85
2581,i.e.,0,85
2582,less,0,85
2583,than,0,85
2584,or,0,85
2585,equal,0,85
2586,to,0,85
2587,NFS4_UINT32_MAX,0,85
2588,<NULL>.,0,85
2589,If,0,86
2590,the,0,86
2591,client,0,86
2592,specifies,0,86
2593,a,0,86
2594,range,0,86
2595,that,0,86
2596,overlaps,0,86
2597,one,0,86
2598,or,0,86
2599,more,0,86
2600,bytes,0,86
2601,beyond,0,86
2602,offset,0,86
2603,NFS4_UINT32_MAX,0,86
2604,but,0,86
2605,does,0,86
2606,not,0,86
2607,end,0,86
2608,at,0,86
2609,offset,0,86
2610,NFS4_UINT64_MAX,0,86
2611,then,0,86
2612,such,0,86
2613,a,0,86
2614,32-bit,0,86
2615,server,0,86
2616,MUST,0,86
2617,return,0,86
2618,the,0,86
2619,error,0,86
2620,NFS4ERR_BAD_RANGE,Value,86
2621,<NULL>,Variable,86
2622,In,0,87
2623,the,0,87
2624,case,0,87
2625,that,0,87
2626,the,0,87
2627,lock,0,87
2628,is,0,87
2629,denied,0,87
2630,the,0,87
2631,owner,Variable,87
2632,offset,Variable,87
2633,and,0,87
2634,length,Variable,87
2635,of,0,87
2636,a,0,87
2637,conflicting,0,87
2638,lock,0,87
2639,are,0,87
2640,returned,0,87
2641,<NULL>,Variable,87
2642,On,0,88
2643,success,Value,88
2644,the,0,88
2645,current,Variable,88
2646,filehandle,Variable,88
2647,retains,0,88
2648,its,0,88
2649,value,Variable,88
2650,<NULL>,Variable,88
2651,16.10.5.,0,89
2652,If,0,89
2653,the,0,89
2654,server,0,89
2655,is,0,89
2656,unable,0,89
2657,to,0,89
2658,determine,0,89
2659,the,0,89
2660,exact,0,89
2661,offset,Variable,89
2662,and,0,89
2663,length,Variable,89
2664,of,0,89
2665,the,0,89
2666,conflicting,Variable,89
2667,lock,Variable,89
2668,the,0,89
2669,same,0,89
2670,offset,Variable,89
2671,and,0,89
2672,length,Variable,89
2673,that,0,89
2674,were,0,89
2675,provided,0,89
2676,in,0,89
2677,the,0,89
2678,arguments,0,89
2679,should,0,89
2680,be,0,89
2681,returned,0,89
2682,in,0,89
2683,the,0,89
2684,denied,Variable,89
2685,results,Variable,89
2686,<NULL>.,0,89
2687,Section,0,90
2688,9,0,90
2689,contains,0,90
2690,a,0,90
2691,full,0,90
2692,description,0,90
2693,of,0,90
2694,this,0,90
2695,and,0,90
2696,the,0,90
2697,other,0,90
2698,file,0,90
2699,locking,0,90
2700,operations,0,90
2701,LOCK,0,90
2702,operations,0,90
2703,are,0,90
2704,subject,0,90
2705,to,0,90
2706,permission,0,90
2707,checks,0,90
2708,and,0,90
2709,to,0,90
2710,checks,0,90
2711,against,0,90
2712,the,0,90
2713,access,0,90
2714,type,0,90
2715,of,0,90
2716,the,0,90
2717,associated,0,90
2718,file,0,90
2719,<NULL>.,0,90
2720,However,0,91
2721,the,0,91
2722,specific,0,91
2723,rights,0,91
2724,and,0,91
2725,modes,0,91
2726,required,0,91
2727,for,0,91
2728,various,0,91
2729,types,0,91
2730,of,0,91
2731,locks,0,91
2732,reflect,0,91
2733,the,0,91
2734,semantics,0,91
2735,of,0,91
2736,the,0,91
2737,server-exported,0,91
2738,file,0,91
2739,system,0,91
2740,and,0,91
2741,are,0,91
2742,not,0,91
2743,specified,0,91
2744,by,0,91
2745,the,0,91
2746,protocol,0,91
2747,<NULL>.,0,91
2748,For,0,92
2749,example,0,92
2750,Windows,0,92
2751,2000,0,92
2752,allows,0,92
2753,a,0,92
2754,write,0,92
2755,lock,0,92
2756,of,0,92
2757,a,0,92
2758,file,0,92
2759,open,0,92
2760,for,0,92
2761,READ,0,92
2762,while,0,92
2763,a,0,92
2764,POSIX-compliant,0,92
2765,system,0,92
2766,does,0,92
2767,not,0,92
2768,When,0,92
2769,the,0,92
2770,client,0,92
2771,makes,0,92
2772,a,0,92
2773,lock,0,92
2774,request,0,92
2775,that,0,92
2776,corresponds,0,92
2777,to,0,92
2778,a,0,92
2779,range,Value,92
2780,that,Value,92
2781,the,Value,92
2782,lock-owner,Value,92
2783,has,Value,92
2784,locked,Value,92
2785,already,Value,92
2786,with,0,92
2787,the,0,92
2788,same,0,92
2789,or,0,92
2790,different,0,92
2791,lock,0,92
2792,type,0,92
2793,or,0,92
2794,to,0,92
2795,a,0,92
2796,sub-region,0,92
2797,of,0,92
2798,such,0,92
2799,a,0,92
2800,range,0,92
2801,or,0,92
2802,to,0,92
2803,a,0,92
2804,region,0,92
2805,that,0,92
2806,includes,0,92
2807,multiple,0,92
2808,locks,0,92
2809,already,0,92
2810,granted,0,92
2811,to,0,92
2812,that,0,92
2813,lock-owner,0,92
2814,in,0,92
2815,whole,0,92
2816,or,0,92
2817,in,0,92
2818,part,0,92
2819,and,0,92
2820,the,0,92
2821,server,0,92
2822,does,0,92
2823,not,0,92
2824,support,0,92
2825,such,0,92
2826,locking,0,92
2827,operations,0,92
2828,i.e.,0,92
2829,does,0,92
2830,not,0,92
2831,support,0,92
2832,POSIX,0,92
2833,locking,0,92
2834,semantics,0,92
2835,the,0,92
2836,server,0,92
2837,will,0,92
2838,return,0,92
2839,the,0,92
2840,error,0,92
2841,NFS4ERR_LOCK_RANGE,Value,92
2842,<NULL>,Variable,92
2843,In,0,93
2844,that,0,93
2845,case,0,93
2846,the,0,93
2847,client,0,93
2848,may,0,93
2849,return,0,93
2850,an,0,93
2851,error,0,93
2852,or,0,93
2853,it,0,93
2854,may,0,93
2855,emulate,0,93
2856,the,0,93
2857,required,0,93
2858,operations,0,93
2859,using,0,93
2860,only,0,93
2861,LOCK,0,93
2862,for,0,93
2863,ranges,0,93
2864,that,0,93
2865,do,0,93
2866,not,0,93
2867,include,0,93
2868,any,0,93
2869,bytes,0,93
2870,already,0,93
2871,locked,0,93
2872,by,0,93
2873,that,0,93
2874,lock-owner,0,93
2875,and,0,93
