,entity,tag,Sentence #,POS
1122,manage,0,0,NN
1123,file,0,0,NN
1124,locking,0,0,VBG
1125,state,0,0,NN
1126,in,0,0,IN
1127,such,0,0,JJ
1128,a,0,0,DT
1129,way,0,0,NN
1130,as,0,0,IN
1131,to,0,0,TO
1132,handle,0,0,NN
1133,a,0,0,DT
1134,mismatch,0,0,NN
1135,of,0,0,IN
1136,file,0,0,NN
1137,locking,0,0,VBG
1138,management,0,0,NN
1139,If,0,0,IN
1140,the,0,0,DT
1141,component,0,0,NN
1142,is,0,0,VBZ
1143,of,0,0,IN
1144,zero,0,0,NN
1145,length,0,0,NN
1146,NFS4ERR_INVAL,0,0,NN
1147,will,0,0,MD
1148,be,0,0,VB
1149,returned,0,0,VBN
1150,NULL.,0,0,NNP
1151,The,0,0,DT
1152,component,0,0,NN
1153,is,0,0,VBZ
1154,also,0,0,RB
1155,subject,0,0,NN
1156,to,0,0,TO
1157,the,0,0,DT
1158,normal,0,0,JJ
1159,UTF-8,0,0,JJ
1160,character,0,0,NN
1161,support,0,0,NN
1162,and,0,0,CC
1163,name,0,0,NN
1164,checks,0,0,NNS
1165,NULL.,0,0,NNP
1166,See,0,0,VB
1167,Section,0,0,NN
1168,12.7,0,0,CD
1169,for,0,0,IN
1170,further,0,0,RB
1171,discussion,0,0,NN
1172,When,0,0,WRB
1173,an,0,0,DT
1174,OPEN,0,0,JJ
1175,is,0,0,VBZ
1176,done,0,0,VBN
1177,and,0,0,CC
1178,the,0,0,DT
1179,specified,0,0,VBN
1180,open-owner,0,0,NN
1181,already,0,0,RB
1182,has,0,0,VBZ
1183,the,0,0,DT
1184,resulting,0,0,VBG
1185,filehandle,0,0,NN
1186,open,0,0,JJ
1187,the,0,0,DT
1188,result,0,0,NN
1189,is,0,0,VBZ
1190,to,0,0,TO
1191,"""OR""",0,0,``
1192,together,0,0,RB
1193,the,0,0,DT
1194,new,0,0,JJ
1195,share,0,0,NN
1196,and,0,0,CC
1197,deny,0,0,NN
1198,status,0,0,NN
1199,together,0,0,RB
1200,with,0,0,IN
1201,the,0,0,DT
1202,existing,0,0,VBG
1203,status,0,0,NN
1204,NULL.,0,0,NNP
1205,In,0,0,IN
1206,this,0,0,DT
1207,case,0,0,NN
1208,only,0,0,RB
1209,a,0,0,DT
1210,single,0,0,JJ
1211,CLOSE,0,0,NN
1212,need,0,0,NN
1213,be,0,0,VB
1214,done,0,0,VBN
1215,even,0,0,RB
1216,though,0,0,IN
1217,multiple,0,0,NN
1218,OPENs,0,0,NN
1219,were,0,0,VBD
1220,completed,0,0,VBN
1221,NULL.,0,0,NNP
1222,When,0,0,WRB
1223,such,0,0,JJ
1224,an,0,0,DT
1225,OPEN,0,0,JJ
1226,is,0,0,VBZ
1227,done,0,0,VBN
1228,checking,0,0,VBG
1229,of,0,0,IN
1230,share,0,0,NN
1231,reservations,0,0,NNS
1232,for,0,0,IN
1233,the,0,0,DT
1234,new,0,0,JJ
1235,OPEN,0,0,JJ
1236,proceeds,0,0,NNS
1237,normally,0,0,RB
1238,with,0,0,IN
1239,no,0,0,DT
1240,exception,0,0,NN
1241,for,0,0,IN
1242,the,0,0,DT
1243,existing,0,0,VBG
1244,OPEN,0,0,JJ
1245,held,0,0,NN
1246,by,0,0,IN
1247,the,0,0,DT
1248,same,0,0,JJ
1249,owner,0,0,NN
1250,NULL.,0,0,NNP
1251,In,0,0,IN
1252,this,0,0,DT
1253,case,0,0,NN
1254,the,0,0,DT
1255,stateid,0,0,NN
1256,returned,0,0,VBN
1257,has,0,0,VBZ
1258,an,0,0,DT
1259,"""other""",0,0,``
1260,field,0,0,NN
1261,that,0,0,IN
1262,matches,0,0,NNS
1263,that,0,0,IN
1264,of,0,0,IN
1265,the,0,0,DT
1266,previous,0,0,JJ
1267,open,0,0,JJ
1268,while,0,0,IN
1269,the,0,0,DT
1270,seqid,0,0,NN
1271,field,0,0,NN
1272,is,0,0,VBZ
1273,incremented,0,0,VBN
1274,to,0,0,TO
1275,reflect,0,0,NN
1276,the,0,0,DT
1277,changed,0,0,VBN
1278,status,0,0,NN
1279,due,0,0,JJ
1280,to,0,0,TO
1281,the,0,0,DT
1282,new,0,0,JJ
1283,open,0,0,JJ
1284,Section,0,0,NN
1285,9.1.4,0,0,CD
1286,If,0,0,IN
1287,the,0,0,DT
1288,underlying,0,0,VBG
1289,file,0,0,NN
1290,system,0,0,NN
1291,at,0,0,IN
1292,the,0,0,DT
1293,server,0,0,NN
1294,is,0,0,VBZ
1295,only,0,0,RB
1296,accessible,0,0,JJ
1297,in,0,0,IN
1298,a,0,0,DT
1299,read-only,0,0,RB
1300,mode,0,0,NN
1301,and,0,0,CC
1302,the,0,0,DT
1303,OPEN,0,0,JJ
1304,request,0,0,NN
1305,has,0,0,VBZ
1306,specified,0,0,VBN
1307,OPEN4_SHARE_ACCESS_WRITE,0,0,NN
1308,or,0,0,CC
1309,OPEN4_SHARE_ACCESS_BOTH,0,0,NN
1310,the,0,0,DT
1311,server,0,0,NN
1312,will,0,0,MD
1313,return,0,0,NN
1314,NFS4ERR_ROFS,0,0,NN
1315,to,0,0,TO
1316,indicate,0,0,NN
1317,a,0,0,DT
1318,read-only,0,0,RB
1319,file,0,0,NN
1320,system,0,0,NN
1321,As,0,0,IN
1322,with,0,0,IN
1323,the,0,0,DT
1324,CREATE,0,0,NN
1325,operation,0,0,NN
1326,the,0,0,DT
1327,server,0,0,NN
1328,MUST,0,0,NN
1329,derive,0,0,NN
1330,the,0,0,DT
1331,owner,0,0,NN
1332,owner,0,0,NN
1333,ACE,0,0,NN
1334,group,0,0,NN
1335,or,0,0,CC
1336,group,0,0,NN
1337,ACE,0,0,NN
1338,if,0,0,IN
1339,any,0,0,DT
1340,of,0,0,IN
1341,the,0,0,DT
1342,four,0,0,CD
1343,attributes,0,0,NNS
1344,are,0,0,VBP
1345,required,0,0,VBN
1346,and,0,0,CC
1347,supported,0,0,VBN
1348,by,0,0,IN
1349,the,0,0,DT
1350,server's,0,0,NN
1351,file,0,0,NN
1352,system,0,0,NN
1353,NULL.,0,0,NNP
1354,For,0,0,IN
1355,an,0,0,DT
1356,OPEN,0,0,JJ
1357,with,0,0,IN
1358,the,0,0,DT
1359,EXCLUSIVE4,0,0,NN
1360,createmode,0,0,NN
1361,the,0,0,DT
1362,server,0,0,NN
1363,has,0,0,VBZ
1364,no,0,0,DT
1365,choice,0,0,NN
1366,since,0,0,IN
1367,such,0,0,JJ
1368,OPEN,0,0,JJ
1369,calls,0,0,NNS
1370,do,0,0,VB
1371,not,0,0,RB
1372,include,0,0,NN
1373,the,0,0,DT
1374,createattrs,0,0,NN
1375,field,0,0,NN
1376,NULL.,0,0,NNP
1377,Conversely,0,0,RB
1378,if,0,0,IN
1379,createattrs,0,0,NN
1380,is,0,0,VBZ
1381,specified,0,0,VBN
1382,and,0,0,CC
1383,includes,0,0,VBZ
1384,owner,0,0,NN
1385,or,0,0,CC
1386,group,0,0,NN
1387,or,0,0,CC
1388,corresponding,0,0,VBG
1389,ACEs,0,0,NN
1390,that,0,0,IN
1391,the,0,0,DT
1392,principal,0,0,NN
1393,in,0,0,IN
1394,the,0,0,DT
1395,RPC's,0,0,NNP
1396,credentials,0,0,NNS
1397,does,0,0,VBZ
1398,not,0,0,RB
1399,have,0,0,VB
1400,authorization,0,0,NN
1401,to,0,0,TO
1402,create,0,0,NN
1403,files,0,0,NNS
1404,for,0,0,IN
1405,then,0,0,RB
1406,the,0,0,DT
1407,server,0,0,NN
1408,may,0,0,MD
1409,return,0,0,NN
1410,NFS4ERR_PERM,0,0,NN
1411,In,0,0,IN
1412,the,0,0,DT
1413,case,0,0,NN
1414,where,0,0,WRB
1415,an,0,0,DT
1416,OPEN,0,0,JJ
1417,specifies,0,0,NNS
1418,a,0,0,DT
1419,size,0,0,NN
1420,of,0,0,IN
1421,zero,0,0,NN
1422,e.g.,0,0,NN
1423,truncation,0,0,NN
1424,and,0,0,CC
1425,the,0,0,DT
1426,file,0,0,NN
1427,has,0,0,VBZ
1428,named,0,0,VBN
1429,attributes,0,0,NNS
1430,the,0,0,DT
1431,named,0,0,VBN
1432,attributes,0,0,NNS
1433,are,0,0,VBP
1434,left,0,0,NN
1435,as,0,0,IN
1436,is,0,0,VBZ
1437,NULL.,0,0,NNP
1438,They,0,0,PRP
1439,are,0,0,VBP
1440,not,0,0,RB
1441,removed,0,0,VBN
1442,16.16.6.,0,0,CD
1443,The,0,0,DT
1444,OPEN,0,0,JJ
1445,operation,0,0,NN
1446,contains,0,0,NNS
1447,support,0,0,NN
1448,for,0,0,IN
1449,EXCLUSIVE4,0,0,NN
1450,create,0,0,NN
1451,NULL.,0,0,NNP
1452,The,0,0,DT
1453,mechanism,0,0,NN
1454,is,0,0,VBZ
1455,similar,0,0,JJ
1456,to,0,0,TO
1457,the,0,0,DT
1458,support,0,0,NN
1459,in,0,0,IN
1460,NFSv3,0,0,NN
1461,[RFC1813],0,0,JJ
1462,NULL.,0,0,NNP
1463,As,0,0,IN
1464,in,0,0,IN
1465,NFSv3,0,0,NN
1466,this,0,0,DT
1467,mechanism,0,0,NN
1468,provides,0,0,VBZ
1469,reliable,0,0,JJ
1470,exclusive,0,0,JJ
1471,creation,0,0,NN
1472,NULL.,0,0,NNP
1473,Exclusive,0,0,JJ
1474,create,0,0,NN
1475,is,0,0,VBZ
1476,invoked,0,0,NNS
1477,when,0,0,WRB
1478,the,0,0,DT
1479,how,0,0,WRB
1480,parameter,0,0,NN
1481,is,0,0,VBZ
1482,EXCLUSIVE4,0,0,NN
1483,NULL.,0,0,NNP
1484,In,0,0,IN
1485,this,0,0,DT
1486,case,0,0,NN
1487,the,0,0,DT
1488,client,0,0,NN
1489,provides,0,0,VBZ
1490,a,0,0,DT
1491,verifier,0,0,NN
1492,that,0,0,IN
1493,can,0,0,MD
1494,reasonably,0,0,RB
1495,be,0,0,VB
1496,expected,0,0,VBN
1497,to,0,0,TO
1498,be,0,0,VB
1499,unique,0,0,NN
1500,NULL.,0,0,NNP
1501,A,0,0,DT
1502,combination,0,0,NN
1503,of,0,0,IN
1504,a,0,0,DT
1505,client,0,0,NN
1506,identifier,0,0,NN
1507,perhaps,0,0,RB
1508,the,0,0,DT
1509,client,0,0,NN
1510,network,0,0,NN
1511,address,0,0,NN
1512,and,0,0,CC
1513,a,0,0,DT
1514,unique,0,0,NN
1515,number,0,0,NN
1516,generated,0,0,VBN
1517,by,0,0,IN
1518,the,0,0,DT
1519,client,0,0,NN
1520,perhaps,0,0,RB
1521,the,0,0,DT
1522,RPC,0,0,NN
1523,transaction,0,0,NN
1524,identifier,0,0,NN
1525,may,0,0,MD
1526,be,0,0,VB
1527,appropriate,0,0,NN
1528,If,0,0,IN
1529,the,0,0,DT
1530,object,0,0,NN
1531,does,0,0,VBZ
1532,not,0,0,RB
1533,exist,0,0,NN
1534,the,0,0,DT
1535,server,0,0,NN
1536,creates,0,0,NNS
1537,the,0,0,DT
1538,object,0,0,NN
1539,and,0,0,CC
1540,stores,0,0,NNS
1541,the,0,0,DT
1542,verifier,0,0,NN
1543,in,0,0,IN
1544,stable,0,0,JJ
1545,storage,0,0,NN
1546,NULL.,0,0,NNP
1547,For,0,0,IN
1548,file,0,0,NN
1549,systems,0,0,NNS
1550,that,0,0,IN
1551,do,0,0,VB
1552,not,0,0,RB
1553,provide,0,0,NN
1554,a,0,0,DT
1555,mechanism,0,0,NN
1556,for,0,0,IN
1557,the,0,0,DT
1558,storage,0,0,NN
1559,of,0,0,IN
1560,arbitrary,0,0,JJ
1561,file,0,0,NN
1562,attributes,0,0,NNS
1563,the,0,0,DT
1564,server,0,0,NN
1565,may,0,0,MD
1566,use,0,0,NN
1567,one,0,0,CD
1568,or,0,0,CC
1569,more,0,0,RBR
1570,elements,0,0,NNS
1571,of,0,0,IN
1572,the,0,0,DT
1573,object,0,0,NN
1574,metadata,0,0,NNS
1575,to,0,0,TO
1576,store,0,0,NN
1577,the,0,0,DT
1578,verifier,0,0,NN
1579,NULL.,0,0,NNP
1580,The,0,0,DT
1581,verifier,0,0,NN
1582,must,0,0,MD
1583,be,0,0,VB
1584,stored,0,0,VBN
1585,in,0,0,IN
1586,stable,0,0,JJ
1587,storage,0,0,NN
1588,to,0,0,TO
1589,prevent,0,0,NN
1590,erroneous,0,0,JJ
1591,failure,0,0,NN
1592,on,0,0,IN
1593,retransmission,0,0,NN
1594,of,0,0,IN
1595,the,0,0,DT
1596,request,0,0,NN
1597,NULL.,0,0,NNP
1598,It,0,0,PRP
1599,is,0,0,VBZ
1600,assumed,0,0,VBN
1601,that,0,0,IN
1602,an,0,0,DT
1603,exclusive,0,0,JJ
1604,create,0,0,NN
1605,is,0,0,VBZ
1606,being,0,0,VBG
1607,performed,0,0,VBN
1608,because,0,0,IN
1609,exclusive,0,0,JJ
1610,semantics,0,0,NNS
1611,are,0,0,VBP
1612,critical,0,0,JJ
1613,to,0,0,TO
1614,the,0,0,DT
1615,application,0,0,NN
1616,NULL.,0,0,NNP
1617,Because,0,0,IN
1618,of,0,0,IN
1619,the,0,0,DT
1620,expected,0,0,VBN
1621,usage,0,0,NN
1622,exclusive,0,0,JJ
1623,create,0,0,NN
1624,does,0,0,VBZ
1625,not,0,0,RB
1626,rely,0,0,RB
1627,solely,0,0,RB
1628,on,0,0,IN
1629,the,0,0,DT
1630,normally,0,0,RB
1631,volatile,0,0,JJ
1632,duplicate,0,0,NN
1633,request,0,0,NN
1634,cache,0,0,NN
1635,for,0,0,IN
1636,storage,0,0,NN
1637,of,0,0,IN
1638,the,0,0,DT
1639,verifier,0,0,NN
1640,NULL.,0,0,NNP
1641,The,0,0,DT
1642,duplicate,0,0,NN
1643,request,0,0,NN
1644,cache,0,0,NN
1645,in,0,0,IN
1646,volatile,0,0,JJ
1647,storage,0,0,NN
1648,does,0,0,VBZ
1649,not,0,0,RB
1650,survive,0,0,NN
1651,a,0,0,DT
1652,crash,0,0,NN
1653,and,0,0,CC
1654,may,0,0,MD
1655,actually,0,0,RB
1656,flush,0,0,NN
1657,on,0,0,IN
1658,a,0,0,DT
1659,long,0,0,RB
1660,network,0,0,NN
1661,partition,0,0,NN
1662,opening,0,0,NN
1663,failure,0,0,NN
1664,windows,0,0,NNS
1665,NULL.,0,0,NNP
1666,In,0,0,IN
1667,the,0,0,DT
1668,UNIX,0,0,NN
1669,local,0,0,JJ
1670,file,0,0,NN
1671,system,0,0,NN
1672,environment,0,0,NN
1673,the,0,0,DT
1674,expected,0,0,VBN
1675,storage,0,0,NN
1676,location,0,0,NN
1677,for,0,0,IN
1678,the,0,0,DT
1679,verifier,0,0,NN
1680,on,0,0,IN
1681,creation,0,0,NN
1682,is,0,0,VBZ
1683,the,0,0,DT
1684,metadata,0,0,NNS
1685,timestamps,0,0,NNS
1686,of,0,0,IN
1687,the,0,0,DT
1688,object,0,0,NN
1689,NULL.,0,0,NNP
1690,For,0,0,IN
1691,this,0,0,DT
1692,reason,0,0,NN
1693,an,0,0,DT
1694,exclusive,0,0,JJ
1695,object,0,0,NN
1696,create,0,0,NN
1697,may,0,0,MD
1698,not,0,0,RB
1699,include,0,0,NN
1700,initial,0,0,JJ
1701,attributes,0,0,NNS
1702,because,0,0,IN
1703,the,0,0,DT
1704,server,0,0,NN
1705,would,0,0,MD
1706,have,0,0,VB
1707,nowhere,0,0,RB
1708,to,0,0,TO
1709,store,0,0,NN
1710,the,0,0,DT
1711,verifier,0,0,NN
1712,If,0,0,IN
1713,the,0,0,DT
1714,server,0,0,NN
1715,cannot,0,0,MD
1716,support,0,0,NN
1717,these,0,0,DT
1718,exclusive,0,0,JJ
1719,create,0,0,NN
1720,semantics,0,0,NNS
1721,possibly,0,0,RB
1722,because,0,0,IN
1723,of,0,0,IN
1724,the,0,0,DT
1725,requirement,0,0,NN
1726,to,0,0,TO
1727,commit,0,0,NN
1728,the,0,0,DT
1729,verifier,0,0,NN
1730,to,0,0,TO
1731,stable,0,0,JJ
1732,storage,0,0,NN
1733,it,0,0,PRP
1734,should,0,0,MD
1735,fail,0,0,NN
1736,the,0,0,DT
1737,OPEN,0,0,JJ
1738,request,0,0,NN
1739,with,0,0,IN
1740,the,0,0,DT
1741,error,0,0,NN
1742,NFS4ERR_NOTSUPP,0,0,NN
1743,During,0,0,IN
1744,an,0,0,DT
1745,exclusive,0,0,JJ
1746,CREATE,0,0,NN
1747,request,0,0,NN
1748,if,0,0,IN
1749,the,0,0,DT
1750,object,0,0,NN
1751,already,0,0,RB
1752,exists,0,0,NNS
1753,the,0,0,DT
1754,server,0,0,NN
1755,reconstructs,0,0,NNS
1756,the,0,0,DT
1757,object's,0,0,NN
1758,verifier,0,0,NN
1759,and,0,0,CC
1760,compares,0,0,NNS
1761,it,0,0,PRP
1762,with,0,0,IN
1763,the,0,0,DT
1764,verifier,0,0,NN
1765,in,0,0,IN
1766,the,0,0,DT
1767,request,0,0,NN
1768,NULL.,0,0,NNP
1769,If,0,0,IN
1770,they,0,0,PRP
1771,match,0,0,NN
1772,the,0,0,DT
1773,server,0,0,NN
1774,treats,0,0,NNS
1775,the,0,0,DT
1776,request,0,0,NN
1777,as,0,0,IN
1778,a,0,0,DT
1779,success,0,0,NN
1780,NULL.,0,0,NNP
1781,The,0,0,DT
1782,request,0,0,NN
1783,is,0,0,VBZ
1784,presumed,0,0,VBN
1785,to,0,0,TO
1786,be,0,0,VB
1787,a,0,0,DT
1788,duplicate,0,0,NN
1789,of,0,0,IN
1790,an,0,0,DT
1791,earlier,0,0,RBR
1792,successful,0,0,JJ
1793,request,0,0,NN
1794,for,0,0,IN
1795,which,0,0,WDT
1796,the,0,0,DT
1797,reply,0,0,NN
1798,was,0,0,VBD
1799,lost,0,0,VBN
1800,and,0,0,CC
1801,that,0,0,IN
1802,the,0,0,DT
1803,server,0,0,NN
1804,duplicate,0,0,NN
1805,request,0,0,NN
1806,cache,0,0,NN
1807,mechanism,0,0,NN
1808,did,0,0,VBD
1809,not,0,0,RB
1810,detect,0,0,NN
1811,NULL.,0,0,NNP
1812,If,0,0,IN
1813,the,0,0,DT
1814,verifiers,0,0,NNS
1815,do,0,0,VB
1816,not,0,0,RB
1817,match,0,0,NN
1818,the,0,0,DT
1819,request,0,0,NN
1820,is,0,0,VBZ
1821,rejected,0,0,VBN
1822,with,0,0,IN
1823,the,0,0,DT
1824,status,0,0,NN
1825,NFS4ERR_EXIST,0,0,NN
1826,Once,0,0,RB
1827,the,0,0,DT
1828,client,0,0,NN
1829,has,0,0,VBZ
1830,performed,0,0,VBN
1831,a,0,0,DT
1832,successful,0,0,JJ
1833,exclusive,0,0,JJ
1834,create,0,0,NN
1835,it,0,0,PRP
1836,must,0,0,MD
1837,issue,0,0,NN
1838,a,0,0,DT
1839,SETATTR,0,0,NN
1840,to,0,0,TO
1841,set,0,0,NN
1842,the,0,0,DT
1843,correct,0,0,NN
1844,object,0,0,NN
1845,attributes,0,0,NNS
1846,NULL.,0,0,NNP
1847,Until,0,0,IN
1848,it,0,0,PRP
1849,does,0,0,VBZ
1850,so,0,0,RB
1851,it,0,0,PRP
1852,should,0,0,MD
1853,not,0,0,RB
1854,rely,0,0,RB
1855,upon,0,0,IN
1856,any,0,0,DT
1857,of,0,0,IN
1858,the,0,0,DT
1859,object,0,0,NN
1860,attributes,0,0,NNS
1861,since,0,0,IN
1862,the,0,0,DT
1863,server,0,0,NN
1864,implementation,0,0,NN
1865,may,0,0,MD
1866,need,0,0,NN
1867,to,0,0,TO
1868,overload,0,0,NN
1869,object,0,0,NN
1870,metadata,0,0,NNS
1871,to,0,0,TO
1872,store,0,0,NN
1873,the,0,0,DT
1874,verifier,0,0,NN
1875,NULL.,0,0,NNP
1876,The,0,0,DT
1877,subsequent,0,0,NN
1878,SETATTR,0,0,NN
1879,must,0,0,MD
1880,not,0,0,RB
1881,occur,0,0,NN
1882,in,0,0,IN
1883,the,0,0,DT
1884,same,0,0,JJ
1885,COMPOUND,0,0,NN
1886,request,0,0,NN
1887,as,0,0,IN
1888,the,0,0,DT
1889,OPEN,0,0,JJ
1890,NULL.,0,0,NNP
1891,This,0,0,DT
1892,separation,0,0,NN
1893,will,0,0,MD
1894,guarantee,0,0,NN
1895,that,0,0,IN
1896,the,0,0,DT
1897,exclusive,0,0,JJ
1898,create,0,0,NN
1899,mechanism,0,0,NN
1900,will,0,0,MD
1901,continue,0,0,NN
1902,to,0,0,TO
1903,function,0,0,NN
1904,properly,0,0,RB
1905,in,0,0,IN
1906,the,0,0,DT
1907,face,0,0,NN
1908,of,0,0,IN
1909,retransmission,0,0,NN
1910,of,0,0,IN
1911,the,0,0,DT
1912,request,0,0,NN
1913,Use,0,0,NN
1914,of,0,0,IN
1915,the,0,0,DT
1916,GUARDED4,0,0,NN
1917,attribute,0,0,NN
1918,does,0,0,VBZ
1919,not,0,0,RB
1920,provide,0,0,NN
1921,"""exactly-once""",0,0,``
1922,semantics,0,0,NNS
1923,NULL.,0,0,NNP
1924,In,0,0,IN
1925,particular,0,0,JJ
1926,if,0,0,IN
1927,a,0,0,DT
1928,reply,0,0,NN
1929,is,0,0,VBZ
1930,lost,0,0,VBN
1931,and,0,0,CC
1932,the,0,0,DT
1933,server,0,0,NN
1934,does,0,0,VBZ
1935,not,0,0,RB
1936,detect,0,0,NN
1937,the,0,0,DT
1938,retransmission,0,0,NN
1939,of,0,0,IN
1940,the,0,0,DT
1941,request,0,0,NN
1942,the,0,0,DT
1943,operation,0,0,NN
1944,can,0,0,MD
1945,fail,0,0,NN
1946,with,0,0,IN
1947,NFS4ERR_EXIST,0,0,NN
1948,even,0,0,RB
1949,though,0,0,IN
1950,the,0,0,DT
1951,create,0,0,NN
1952,was,0,0,VBD
1953,performed,0,0,VBN
1954,successfully,0,0,RB
1955,NULL.,0,0,NNP
1956,The,0,0,DT
1957,client,0,0,NN
1958,would,0,0,MD
1959,use,0,0,NN
1960,this,0,0,DT
1961,behavior,0,0,NN
1962,in,0,0,IN
1963,the,0,0,DT
1964,case,0,0,NN
1965,that,0,0,IN
1966,the,0,0,DT
1967,application,0,0,NN
1968,has,0,0,VBZ
1969,not,0,0,RB
1970,requested,0,0,VBN
1971,an,0,0,DT
1972,exclusive,0,0,JJ
1973,create,0,0,NN
1974,but,0,0,CC
1975,has,0,0,VBZ
1976,asked,0,0,VBN
1977,to,0,0,TO
1978,have,0,0,VB
1979,the,0,0,DT
1980,file,0,0,NN
1981,truncated,0,0,VBN
1982,when,0,0,WRB
1983,the,0,0,DT
1984,file,0,0,NN
1985,is,0,0,VBZ
1986,opened,0,0,VBN
1987,NULL.,0,0,NNP
1988,In,0,0,IN
1989,the,0,0,DT
1990,case,0,0,NN
1991,of,0,0,IN
1992,the,0,0,DT
1993,client,0,0,NN
1994,timing,0,0,NN
1995,out,0,0,IN
1996,and,0,0,CC
1997,retransmitting,0,0,VBG
1998,the,0,0,DT
1999,create,0,0,NN
2000,request,0,0,NN
2001,the,0,0,DT
2002,client,0,0,NN
2003,can,0,0,MD
2004,use,0,0,NN
2005,GUARDED4,0,0,NN
2006,to,0,0,TO
2007,prevent,0,0,NN
2008,a,0,0,DT
2009,sequence,0,0,NN
2010,such,0,0,JJ
2011,as,0,0,IN
2012,create,0,0,NN
2013,write,0,0,NN
2014,create,0,0,NN
2015,retransmitted,0,0,VBN
2016,from,0,0,IN
2017,occurring,0,0,VBG
2018,For,0,0,IN
2019,share,0,0,NN
2020,reservations,0,0,NNS
2021,see,0,0,VB
2022,Section,0,0,NN
2023,9.9,0,0,CD
2024,the,0,0,DT
2025,client,0,0,NN
2026,must,0,0,MD
2027,specify,0,0,NN
2028,a,0,0,DT
2029,value,0,0,NN
2030,for,0,0,IN
2031,share_access,0,0,NN
2032,that,0,0,IN
2033,is,0,0,VBZ
2034,one,0,0,CD
2035,of,0,0,IN
2036,OPEN4_SHARE_ACCESS_READ,0,0,NN
2037,OPEN4_SHARE_ACCESS_WRITE,0,0,NN
2038,or,0,0,CC
2039,OPEN4_SHARE_ACCESS_BOTH,0,0,NN
2040,NULL.,0,0,NNP
2041,For,0,0,IN
2042,share_deny,0,0,NN
2043,the,0,0,DT
2044,client,0,0,NN
2045,must,0,0,MD
2046,specify,0,0,NN
2047,one,0,0,CD
2048,of,0,0,IN
2049,OPEN4_SHARE_DENY_NONE,0,0,NN
2050,OPEN4_SHARE_DENY_READ,0,0,NN
2051,OPEN4_SHARE_DENY_WRITE,0,0,NN
2052,or,0,0,CC
2053,OPEN4_SHARE_DENY_BOTH,0,0,NN
2054,NULL.,0,0,NNP
2055,If,0,0,IN
2056,the,0,0,DT
2057,client,0,0,NN
2058,fails,0,0,NNS
2059,to,0,0,TO
2060,do,0,0,VB
2061,this,0,0,DT
2062,the,0,0,DT
2063,server,0,0,NN
2064,must,0,0,MD
2065,return,0,0,NN
2066,NFS4ERR_INVAL,0,0,NN
2067,Based,0,0,VBN
2068,on,0,0,IN
2069,the,0,0,DT
2070,share_access,0,0,NN
2071,value,0,0,NN
2072,OPEN4_SHARE_ACCESS_READ,0,0,NN
2073,OPEN4_SHARE_ACCESS_WRITE,0,0,NN
2074,or,0,0,CC
2075,OPEN4_SHARE_ACCESS_BOTH,0,0,NN
2076,the,0,0,DT
2077,client,0,0,NN
2078,should,0,0,MD
2079,check,0,0,NN
2080,that,0,0,IN
2081,the,0,0,DT
2082,requester,0,0,NN
2083,has,0,0,VBZ
2084,the,0,0,DT
2085,proper,0,0,NN
2086,access,0,0,NN
2087,rights,0,0,NNS
2088,to,0,0,TO
2089,perform,0,0,NN
2090,the,0,0,DT
2091,specified,0,0,VBN
2092,operation,0,0,NN
2093,NULL.,0,0,NNP
2094,This,0,0,DT
2095,would,0,0,MD
2096,generally,0,0,RB
2097,be,0,0,VB
2098,the,0,0,DT
2099,results,0,0,NNS
2100,of,0,0,IN
2101,applying,0,0,VBG
2102,the,0,0,DT
2103,ACL,0,0,NN
2104,access,0,0,NN
2105,rules,0,0,NNS
2106,to,0,0,TO
2107,the,0,0,DT
2108,file,0,0,NN
2109,for,0,0,IN
2110,the,0,0,DT
2111,current,0,0,JJ
2112,requester,0,0,NN
2113,NULL.,0,0,NNP
2114,However,0,0,RB
2115,just,0,0,RB
2116,as,0,0,IN
2117,with,0,0,IN
2118,the,0,0,DT
2119,ACCESS,0,0,NN
2120,operation,0,0,NN
2121,the,0,0,DT
2122,client,0,0,NN
2123,should,0,0,MD
2124,not,0,0,RB
2125,attempt,0,0,NN
2126,to,0,0,TO
2127,second-guess,0,0,NN
2128,the,0,0,DT
2129,server's,0,0,NN
2130,decisions,0,0,NNS
2131,as,0,0,IN
2132,access,0,0,NN
2133,rights,0,0,NNS
2134,may,0,0,MD
2135,change,0,0,NN
2136,and,0,0,CC
2137,may,0,0,MD
2138,be,0,0,VB
2139,subject,0,0,NN
2140,to,0,0,TO
2141,server,0,0,NN
2142,administrative,0,0,JJ
2143,controls,0,0,NNS
2144,outside,0,0,IN
2145,the,0,0,DT
2146,ACL,0,0,NN
2147,framework,0,0,NN
2148,NULL.,0,0,NNP
2149,If,0,0,IN
2150,the,0,0,DT
2151,requester,0,0,NN
2152,is,0,0,VBZ
2153,not,0,0,RB
2154,authorized,0,0,VBN
2155,to,0,0,TO
2156,READ,0,0,VB
2157,or,0,0,CC
2158,WRITE,0,0,VB
2159,depending,0,0,VBG
2160,on,0,0,IN
2161,the,0,0,DT
2162,share_access,0,0,NN
2163,value,0,0,NN
2164,the,0,0,DT
2165,server,0,0,NN
2166,must,0,0,MD
2167,return,0,0,NN
2168,NFS4ERR_ACCESS,0,0,NN
2169,NULL.,0,0,NNP
2170,Note,0,0,NN
2171,that,0,0,IN
2172,since,0,0,IN
2173,the,0,0,DT
2174,NFSv4,0,0,NN
2175,protocol,0,0,NN
